ZCTA,Corresponding Counties,Total Estimated Population,2010 Child Population Estimate (Under 18),2011 Child Population Estimate (Under 18),2012 Child Population Estimate (Under 18),2013 Child Population Estimate (Under 18),2014 Child Population Estimate (Under 18),2010 - 2014 Aggregated Child Population Estimate (under 18),2010 Child Population Estimate (5 and Under),2011 Child Population Estimate (5 and Under),2012 Child Population Estimate (5 and Under),2013 Child Population Estimate (5 and Under),2014 Child Population Estimate (5 and Under)-Please calculate a mean estimate for 2014,2010 - 2014 Aggregated Child Population Estimate (5 and Under)-Estimate the pop mean average for 2010-2014,Not Hispanic or Latino,"Non-Hispanic, White Alone","Non-Hispanic, Black or African American Alone","Non-Hispanic, American Indian and Alaska Native Alone","Non-Hispanic, Asian Alone","Non-Hispanic, Native Hawaiian and Pacific Islander Alone","Non-Hispanic, Other Alone","Non-Hispanic, Two or More Races",Hispanic or Latino,"Hispanic or Latino, White Alone","Hispanic or Latino, Black or African American Alone","Hispanic or Latino, American Indian and Alaska Native Alone","Hispanic or Latino, Asian Alone","Hispanic or Latino, Native Hawaiian and Pacific Islander Alone","Hispanic or Latino, Other Alone","Hispanic or Latino, Two or More Races",Total Estimated Households,"Estimated Family Households with Female Householder,No Husband Present, Children < 18",Total Estimated Child Population Under 18,Total Children in Poverty Under 18,Rate of Child Poverty Under 18,Total Poverty for Children under 3,poverty children 4 and 5,Poverty 5 years,Total Estimated Children 5 and Under,Under 5 in poverty (male),5 Years in poverty (male),6 to 11 in Poverty (male),12 to 14 in Poverty (male),15 years in Poverty (male),16 and 17 in Poverty (male),Under 5 in Poverty (female),5 Years in Poverty (female),6 to 11 in Poverty (female),12 to 14 in Poverty (female),15 years in Poverty (female),16 and 17 in Poverty (female),Children 5 and under in poverty,Rate of Child Poverty 5 and Under,Column172,Birth and Married,No Birth and Married,Birth and Unmarried,No Birth and Unmarried,Number of Teen Births (15-19yrs),Total Female Population (15-19yrs),Weighted Teen Birth (999 as no data),Rate of Teen Birth(15-19yrs),Column1,Zipcode,Unique Clients Admitted for Substance Abuse Treatment (*=supressed),Number of state funded substance abuse service types utilized within a zip code,Drug- Related Offenses,Family Violence Offenses (2014),Rate of Substane Abuse Treatments,Child Abuse and Neglect Related Fatalities (2010-2014),5yr. Aggregated Child Population Estimate (2010 - 2014),Rate of Child Abuse and Neglect Related Fatalities (Under 18),Total Substantiated Child Abuse Cases (Under age 18),5yr. Aggregated Child Population Estimate (under 18) 2010 - 2014,Rate of Substantiated Child Abuse Cases (Under age 18),Total Substantiated Child Abuse Cases (5 and Under),Rate of Substantiated Child Abuse Cases (5 and Under),Poverty Ranking for Children < 18,Poverty Ranking for Children < 5,Teen Birth Ranking (15-19yrs),Substance Abuse Ranking,Child Abuse and Neglect Related Fatalities Ranking,Substantiated Child Abuse Ranking < 18,Substantiated Child Abuse Ranking < 6,Mean of Rankings (all),Final Risk Ranking,geometry
76464,Callahan County;Shackelford County;Stephens County,442,99,57,48,62,72,68,25,20,20,23,23,22,441,441,0,0,0,0,0,0,1,1,0,0,0,0,0,0,217,16,48,15,31.30%,1,17,2,20,2,0,0,5,0,0,8,0,0,0,0,0,10,50.00%,ZCTA5 76464,0,0,0,7,0,7,0,0.00%,ZCTA5 76464,76464,*,1,,,0.038461538,0,68,0,9,68,0.133093995,1,0.0452029,1346,1538.5,425.5,1741,651.5,1854,778.5,1190.714286,1558,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.096141,32.514506,0.0 -99.114287,32.515056,0.0 -99.340833,32.515056,0.0 -99.095591,32.760298,0.0 -99.096141,32.514506,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76466,Eastland County,161,71,14,17,0,33,27,20,0,0,0,8,6,161,156,0,0,0,0,0,5,0,0,0,0,0,0,0,0,91,0,17,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 76466,0,0,0,22,0,22,0,0.00%,ZCTA5 76466,76466,0,0,,,0,0,27,0,0,27,0,0,0,83,0,425.5,226.5,651.5,72.5,103.5,260.4166667,120,
76469,Callahan County,20,15,16,0,5,11,9,5,9,0,0,5,4,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 76469,0,0,0,0,0,0,0,0,ZCTA5 76469,76469,0,0,,,0,0,9,0,0,9,0,0,0,0,0,0,226.5,0,72.5,103.5,134.1666667,38.5,
76470,Eastland County;Stephens County,3557,711,831,842,893,839,823,189,364,421,426,378,356,2581,2413,125,15,7,0,0,21,976,766,4,23,0,0,155,28,1199,136,842,139,16.50%,155,181,85,421,60,0,0,7,4,17,3,18,18,12,0,0,81,19.00%,ZCTA5 76470,0,0,28,80,28,108,0.259259259,25.90%,ZCTA5 76470,76470,*,3,,,0.115384615,0,823,0,67,823,0.081399311,37,0.104064763,739,751,1565,821,651.5,1559,1296,1054.642857,1299,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.788214,32.515056,0.0 -98.711782,32.660222,0.0 -98.575964,32.650874,0.0 -98.50778,32.513406,0.0 -98.475338,32.512856,0.0 -98.475338,32.388036,0.0 -98.628751,32.315453,0.0 -98.652946,32.324801,0.0 -98.788214,32.515056,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76471,Brown County;Comanche County;Eastland County,2020,414,330,354,441,398,387,90,102,92,68,92,89,1819,1770,0,0,16,0,0,33,201,194,0,0,0,0,0,7,803,33,354,186,52.50%,39,21,32,92,26,11,41,18,0,21,23,9,12,6,16,3,69,75.00%,ZCTA5 76471,0,0,5,31,5,36,0.138888889,13.90%,ZCTA5 76471,76471,*,2,,,0.076923077,0,387,0,15,387,0.03872707,3,0.033815591,1734,1724.5,1488.5,1071,651.5,881,528.5,1154.142857,1489,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.117586,32.250568,0.0 -98.913034,32.278612,0.0 -98.854748,32.206029,0.0 -98.832753,32.121899,0.0 -98.88719,32.096055,0.0 -98.924582,32.077909,0.0 -99.118686,32.079559,0.0 -99.117586,32.250568,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76472,Palo Pinto County,1282,357,543,454,347,448,430,75,147,129,88,118,111,1186,1186,0,0,0,0,0,0,96,96,0,0,0,0,0,0,475,17,454,0,0.00%,60,69,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,ZCTA5 76472,0,0,18,120,18,138,0.130434783,13.00%,ZCTA5 76472,76472,0,0,,,0,0,430,0,15,430,0.034895301,8,0.071785695,83,119,1474,226.5,651.5,639,980.5,596.2142857,392,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.270236,32.644275,0.0 -98.198753,32.70806,0.0 -98.100326,32.641526,0.0 -98.064585,32.633828,0.0 -98.066234,32.573342,0.0 -98.185556,32.512307,0.0 -98.265287,32.512856,0.0 -98.270236,32.644275,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76474,Brown County;Comanche County,288,54,32,46,58,50,48,13,0,3,1,6,5,272,266,0,0,6,0,0,0,16,16,0,0,0,0,0,0,117,19,46,22,47.80%,0,3,0,3,0,0,10,0,0,0,0,0,6,6,0,0,0,0.00%,ZCTA5 76474,0,0,4,9,4,13,0.307692308,30.80%,ZCTA5 76474,76474,0,0,,,0,0,48,0,0,48,0,0,0,1685,119,1573,226.5,651.5,72.5,103.5,633,443.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.80471,31.902501,0.0 -98.833853,31.944841,0.0 -98.737076,31.94814,0.0 -98.80471,31.902501,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76475,Eastland County;Palo Pinto County;Stephens County,824,223,123,123,100,156,145,55,24,30,20,36,33,626,585,35,0,0,0,0,6,198,128,0,0,0,0,70,0,447,0,123,26,21.10%,5,2,23,30,0,0,0,7,0,0,0,6,13,0,0,0,6,20.00%,ZCTA5 76475,0,0,0,9,0,9,0,0.00%,ZCTA5 76475,76475,0,0,,,0,0,145,0,17,145,0.117244843,2,0.060540605,937,776.5,425.5,226.5,651.5,1816.5,1040,839.0714286,849,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.415402,32.573892,0.0 -98.50778,32.513406,0.0 -98.575964,32.650874,0.0 -98.575964,32.785592,0.0 -98.575964,32.87797,0.0 -98.412103,32.79384,0.0 -98.376361,32.738303,0.0 -98.415402,32.573892,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76476,Hood County,2789,702,880,784,773,803,788,175,264,299,234,256,246,2674,2598,0,0,27,0,0,49,115,94,0,0,0,0,21,0,981,50,784,109,13.90%,126,108,65,299,7,2,42,5,10,5,12,0,19,3,2,2,21,7.00%,ZCTA5 76476,0,0,9,55,9,64,0.140625,14.10%,ZCTA5 76476,76476,*,4,,,0.153846154,0,788,0,45,788,0.057077033,18,0.073281816,632,392,1492,896,651.5,1221,951,890.7857143,964,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.898524,32.257167,0.0 -98.033792,32.432575,0.0 -97.970007,32.507358,0.0 -97.785801,32.314903,0.0 -97.898524,32.257167,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76481,Stephens County;Young County,184,35,104,67,38,69,63,4,15,0,0,7,5,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,67,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 76481,0,0,0,0,0,0,0,0,ZCTA5 76481,76481,0,0,,,0,0,63,0,2,63,0.031946493,1,0.195908023,83,0,0,226.5,651.5,565,0,381.5,177,
76483,Throckmorton County,840,244,160,155,142,187,178,57,50,49,36,50,48,788,767,2,0,5,0,0,14,52,49,0,0,0,0,3,0,425,2,155,30,19.40%,7,18,24,49,6,7,6,1,0,0,6,0,3,1,0,0,19,39.00%,ZCTA5 76483,0,0,3,46,3,49,0.06122449,6.10%,ZCTA5 76483,76483,*,1,,,0.038461538,0,178,0,16,178,0.090103865,10,0.206450345,864,1342.5,1229,1343,651.5,1716,1792,1276.857143,1675,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-99.471152,32.957151,0.0 -99.471702,33.09132,0.0 -99.472252,33.321715,0.0 -99.472252,33.399247,0.0 -99.080745,33.398147,0.0 -99.112087,33.222739,0.0 -98.953175,33.234836,0.0 -98.952625,33.163903,0.0 -99.179171,33.095169,0.0 -99.190719,32.956602,0.0 -99.471152,32.957151,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76484,Palo Pinto County,1021,234,64,79,128,145,130,55,25,18,45,40,37,818,791,16,9,0,0,0,2,203,197,0,0,0,0,6,0,385,9,79,0,0.00%,10,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,ZCTA5 76484,0,0,6,6,6,12,0.5,50.00%,ZCTA5 76484,76484,0,0,,,0,0,130,0,4,130,0.030747276,2,0.054630439,83,119,1596,226.5,651.5,1080,1498,750.5714286,678,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.270236,32.644275,0.0 -98.376361,32.738303,0.0 -98.412103,32.79384,0.0 -98.21195,32.823533,0.0 -98.272986,32.735004,0.0 -98.198753,32.70806,0.0 -98.270236,32.644275,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76486,Jack County;Palo Pinto County;Parker County,1267,351,339,221,199,297,281,75,110,58,14,74,66,1188,1154,0,23,0,0,0,11,79,62,0,7,4,0,6,0,533,8,221,38,17.20%,17,41,0,58,17,0,0,0,0,9,12,0,0,0,0,0,29,50.00%,ZCTA5 76486,0,0,0,14,0,14,0,0.00%,ZCTA5 76486,76486,0,0,,,0,0,281,0,8,281,0.028426197,1,0.015095635,769,1538.5,425.5,226.5,651.5,714,329.5,664.9285714,511,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.246042,33.00554,0.0 -98.236694,33.063826,0.0 -97.919419,33.1727,0.0 -97.921069,33.057228,0.0 -97.993102,33.002241,0.0 -98.022245,32.9621,0.0 -98.031043,32.912612,0.0 -98.103076,32.92031,0.0 -98.246042,33.00554,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76487,Jack County;Parker County;Wise County,1901,629,318,348,310,439,409,150,90,110,105,120,115,1816,1801,0,0,0,0,0,15,85,62,0,0,0,0,23,0,750,6,348,16,4.60%,76,11,23,110,0,0,0,0,0,11,0,0,0,0,0,5,0,0.00%,ZCTA5 76487,0,0,0,55,0,55,0,0.00%,ZCTA5 76487,76487,*,2,,,0.076923077,0,409,0,23,409,0.056250453,4,0.034773275,260,119,425.5,1048,651.5,1393,576.5,639.0714286,455,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.78855,32.917011,0.0 -97.986503,32.988494,0.0 -97.993102,33.002241,0.0 -97.921069,33.057228,0.0 -97.822092,33.059977,0.0 -97.78855,32.917011,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76490,Parker County,125,31,50,38,44,43,41,8,16,12,14,13,13,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,38,8,21.10%,0,12,0,12,0,0,4,0,0,0,4,0,0,0,0,0,4,33.00%,ZCTA5 76490,0,0,0,13,0,13,0,0.00%,ZCTA5 76490,76490,0,0,,,0,0,41,0,0,41,0,0,0,931,1193,425.5,226.5,651.5,72.5,103.5,514.7857143,294.5,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-98.022245,32.9621,0.0 -97.993102,33.002241,0.0 -97.986503,32.988494,0.0 -98.022245,32.9621,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76491,Throckmorton County,584,101,164,143,151,147,141,28,62,59,64,57,54,483,479,0,0,0,0,0,4,101,101,0,0,0,0,0,0,246,13,143,29,20.30%,31,10,18,59,6,6,5,0,0,0,0,5,0,0,0,7,17,29.00%,ZCTA5 76491,0,0,0,24,0,24,0,0.00%,ZCTA5 76491,76491,0,0,,,0,0,141,0,7,141,0.049605912,1,0.018485001,904.5,1049.5,425.5,226.5,651.5,1045,326,661.2142857,500,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-98.953175,33.234836,0.0 -99.112087,33.222739,0.0 -99.080745,33.398147,0.0 -98.953725,33.397597,0.0 -98.953725,33.286524,0.0 -98.953175,33.234836,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-99.190719,32.956602,0.0 -99.179171,33.095169,0.0 -98.952625,33.163903,0.0 -98.951525,33.055578,0.0 -98.950975,32.957151,0.0 -99.096141,32.957151,0.0 -99.190719,32.956602,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
76501,Bell County,16869,4753,3901,4010,4406,4365,4287,1357,1305,1267,1415,1352,1339,12483,8332,3831,23,86,8,0,203,4386,3701,57,0,0,7,583,38,5816,522,4010,1046,26.10%,841,208,218,1267,197,43,61,114,0,42,192,32,182,116,0,67,464,37.00%,ZCTA5 76501,0,0,5,646,5,651,0.007680492,0.80%,ZCTA5 76501,76501,18,3,,,0.115384615,0,4287,0,305,4287,0.071145599,187,0.139634032,1154,1292,875,1338,651.5,1514,1664,1212.642857,1588,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.339856,30.996315,0.0 -97.330508,31.055151,0.0 -97.350304,31.189319,0.0 -97.173246,31.132133,0.0 -97.134755,31.078246,0.0 -97.122657,31.033156,0.0 -97.337657,30.979269,0.0 -97.339856,30.996315,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76502,Bell County,33305,8040,7689,7827,8241,8010,7961,2522,2785,2992,3055,2899,2851,28068,22574,4082,29,1044,36,0,303,5237,4397,35,54,0,0,573,178,12166,762,7830,588,7.50%,1327,1251,414,2992,78,10,131,34,24,21,105,9,52,75,0,49,202,7.00%,ZCTA5 76502,18,18,87,831,105,954,0.110062893,11.00%,ZCTA5 76502,76502,16,7,,,0.269230769,1,7961,0.000125607,381,7961,0.047856136,197,0.06911012,378,381,1430,1001,1421,1039,1030,954.2857143,1078,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.393743,30.993566,0.0 -97.464677,31.162925,0.0 -97.438833,31.18657,0.0 -97.330508,31.055151,0.0 -97.339856,30.996315,0.0 -97.393743,30.993566,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76504,Bell County,23039,6062,5194,5195,5433,5573,5491,2004,2003,2042,1986,2015,2010,16547,12091,3549,0,366,102,88,351,6492,5172,80,0,0,0,1039,201,8188,963,5203,1343,25.80%,989,610,443,2042,141,19,273,103,0,19,237,76,188,77,95,115,473,23.00%,ZCTA5 76504,18,38,4,856,22,916,0.024017467,2.40%,ZCTA5 76504,76504,21,8,,,0.307692308,0,5491,0,405,5491,0.073750524,209,0.103983577,1146,879,992,1253,651.5,1539,1427,1126.785714,1437,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.330508,31.055151,0.0 -97.438833,31.18657,0.0 -97.386595,31.199217,0.0 -97.350304,31.189319,0.0 -97.330508,31.055151,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76508,Bell County,7,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 76508,0,0,0,0,0,0,0,0,ZCTA5 76508,76508,0,0,,,0,1,0,,6,0,,5,,0,0,0,226.5,0,0,0,226.5,83.5,
76511,Bell County;Milam County;Williamson County,2409,557,357,294,428,437,415,158,59,105,166,134,124,1611,1111,436,0,34,8,0,22,798,651,0,0,0,0,137,10,668,31,294,50,17.00%,49,20,36,105,9,0,17,9,0,0,4,5,0,0,0,6,18,17.00%,ZCTA5 76511,0,0,0,0,0,0,0,0,ZCTA5 76511,76511,*,2,,,0.076923077,0,415,0,29,415,0.069939909,17,0.136548013,760,676,0,1005,651.5,1692,1714,1083.083333,1358,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.289818,30.816507,0.0 -97.315662,30.752173,0.0 -97.547707,30.752722,0.0 -97.539459,30.774717,0.0 -97.540009,30.837952,0.0 -97.454229,30.8473,0.0 -97.289818,30.816507,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76513,Bell County,35001,8707,7831,8403,8855,8562,8472,2314,2332,2530,2833,2563,2514,28254,24838,2142,224,590,1,0,459,6747,5301,50,284,17,0,767,328,11023,948,8453,1639,19.40%,1214,968,348,2530,298,37,210,100,28,96,283,0,268,219,14,86,618,24.00%,ZCTA5 76513,9,44,5,1440,14,1498,0.009345794,0.90%,ZCTA5 76513,76513,25,13,,,0.5,0,8472,0,470,8472,0.055479179,245,0.097442165,868,912,887,1156,651.5,1179,1391,1006.357143,1192,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.393743,30.993566,0.0 -97.401991,30.984218,0.0 -97.426186,30.922632,0.0 -97.594446,31.023808,0.0 -97.631837,31.051852,0.0 -97.595546,31.112337,0.0 -97.530661,31.14478,0.0 -97.464677,31.162925,0.0 -97.393743,30.993566,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76518,Milam County,1542,414,373,474,493,452,441,125,145,145,174,152,148,1063,990,60,5,0,0,0,8,479,410,0,0,0,0,10,59,535,18,474,263,55.50%,97,36,12,145,45,0,34,28,12,38,11,0,5,52,29,9,56,39.00%,ZCTA5 76518,0,13,0,40,0,53,0,0.00%,ZCTA5 76518,76518,0,0,,,0,0,441,0,18,441,0.040792558,3,0.020234913,1749,1338,425.5,226.5,651.5,762.5,360,787.5714286,753,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.000036,30.903387,0.0 -97.11331,30.792863,0.0 -97.263974,30.878093,0.0 -97.097913,30.972121,0.0 -97.075369,30.983668,0.0 -97.000036,30.903387,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76519,Bell County;Falls County;Milam County,853,147,118,227,220,191,181,28,0,69,76,52,45,703,685,0,0,0,0,0,18,150,98,0,0,0,0,52,0,291,0,227,141,62.10%,69,0,0,69,0,0,53,0,0,0,69,0,19,0,0,0,69,100.00%,ZCTA5 76519,0,0,0,17,0,17,0,0.00%,ZCTA5 76519,76519,0,0,,,0,0,181,0,3,181,0.016602415,1,0.022203195,1782,1756,425.5,226.5,651.5,231,305.5,768.2857143,717,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.7295,30.900088,0.0 -96.678912,30.844001,0.0 -96.760843,30.826405,0.0 -97.000036,30.903387,0.0 -97.075369,30.983668,0.0 -96.828477,31.111238,0.0 -96.829027,31.105739,0.0 -96.771291,31.002363,0.0 -96.7295,30.900088,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76520,Milam County,7813,2208,2373,2151,2086,2235,2211,603,708,521,593,626,610,5636,4427,1104,3,0,0,0,102,2177,1575,0,79,0,0,497,26,3013,219,2159,541,25.10%,243,168,110,521,116,39,68,23,56,0,147,5,59,19,0,9,307,59.00%,ZCTA5 76520,0,0,0,211,0,211,0,0.00%,ZCTA5 76520,76520,*,4,,,0.153846154,0,2211,0,174,2211,0.07871007,81,0.132764655,1115,1657,425.5,651,651.5,1571,1691,1108.857143,1406,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-96.949448,30.774717,0.0 -97.014333,30.760421,0.0 -97.11331,30.792863,0.0 -97.000036,30.903387,0.0 -96.760843,30.826405,0.0 -96.949448,30.774717,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76522,Coryell County;Lampasas County,36207,10297,9823,10323,10305,10248,10199,3320,3575,3702,3663,3608,3574,30984,22630,5774,101,939,350,110,1080,5223,3407,198,30,67,82,868,571,12076,1187,10327,2076,20.10%,1718,1393,591,3702,453,13,360,191,122,55,264,42,365,113,29,69,772,21.00%,ZCTA5 76522,0,13,25,1159,25,1197,0.020885547,2.10%,ZCTA5 76522,76522,27,5,,,0.192307692,0,10199,0,722,10199,0.070790244,362,0.10129876,896,809,974,1158,651.5,1449,1399,1048.071429,1288,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.880378,31.083194,0.0 -97.884227,31.080995,0.0 -97.91392,31.063949,0.0 -98.055237,31.116736,0.0 -98.235045,31.221212,0.0 -98.310377,31.383423,0.0 -98.271336,31.416416,0.0 -98.180058,31.463704,0.0 -98.005199,31.212414,0.0 -97.903473,31.267401,0.0 -97.880378,31.083194,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76523,Milam County,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZCTA5 76523,0,0,0,0,0,0,0,0,ZCTA5 76523,76523,0,0,,,0,0,1,0,2,1,2.424242424,0,,0,0,0,0,0,0,103.5,103.5,21,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.014333,30.760421,0.0 -97.081417,30.710382,0.0 -97.252977,30.693336,0.0 -97.315662,30.752173,0.0 -97.289818,30.816507,0.0 -97.265074,30.874794,0.0 -97.263974,30.878093,0.0 -97.11331,30.792863,0.0 -97.014333,30.760421,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76524,Falls County;McLennan County,3494,748,598,862,1056,864,826,189,118,225,263,214,202,2850,2591,250,0,0,0,6,3,644,568,0,6,0,0,66,4,1118,121,862,202,23.40%,117,91,17,225,6,11,0,34,12,13,42,3,60,15,6,0,62,28.00%,ZCTA5 76524,0,0,0,48,0,48,0,0.00%,ZCTA5 76524,76524,*,3,,,0.115384615,2,826,0.002422319,41,826,0.049657542,9,0.044590518,1049,1006,425.5,883,1827,1009,629.5,975.5714286,1124,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.278271,31.279498,0.0 -97.264524,31.336684,0.0 -97.227683,31.304792,0.0 -97.278271,31.279498,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76525,Coryell County;Hamilton County;Lampasas County,1113,216,222,176,202,209,205,47,41,34,53,46,44,995,975,7,0,0,0,4,9,118,76,0,0,0,0,42,0,403,22,176,26,14.80%,16,12,6,34,4,0,12,5,0,1,3,0,0,0,0,1,7,21.00%,ZCTA5 76525,0,0,0,53,0,53,0,0.00%,ZCTA5 76525,76525,*,1,,,0.038461538,0,205,0,10,205,0.048774999,4,0.090585925,669,800,425.5,1231.5,651.5,1211,1536.5,932.1428571,1043,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.881478,31.283897,0.0 -97.903473,31.267401,0.0 -98.005199,31.212414,0.0 -98.180058,31.463704,0.0 -98.143216,31.4824,0.0 -97.91722,31.377925,0.0 -97.881478,31.283897,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76527,Bell County;Burnet County;Williamson County,3965,1117,1067,992,1049,1069,1059,255,308,164,157,239,225,3333,3312,0,4,17,0,0,0,632,616,0,0,0,0,12,4,1511,163,992,214,21.60%,41,88,35,164,8,0,65,14,16,27,52,0,4,0,14,14,60,37.00%,ZCTA5 76527,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 76527,76527,*,4,,,0.153846154,0,1059,0,42,1059,0.03966643,31,0.13798662,964,1291,0,815,651.5,878,1767,1061.083333,1317,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.625239,30.870395,0.0 -97.725865,30.758771,0.0 -97.849036,30.80496,0.0 -97.860583,30.708183,0.0 -97.970557,30.765919,0.0 -97.927667,30.818707,0.0 -97.828691,30.910535,0.0 -97.728064,30.89074,0.0 -97.625239,30.870395,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76528,Bell County;Coryell County,18519,3964,4265,4040,4011,4103,4077,992,1387,1352,1329,1311,1274,15432,13832,987,51,46,9,0,507,3087,2181,7,89,0,7,443,360,5623,505,4065,825,20.30%,705,362,285,1352,111,92,56,24,0,54,168,0,194,67,2,57,371,27.00%,ZCTA5 76528,0,9,26,500,26,535,0.048598131,4.90%,ZCTA5 76528,76528,25,7,,,0.269230769,0,4077,0,275,4077,0.067456754,128,0.100456939,906,1004,1165,1430,651.5,1414,1368,1134.071429,1457,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.526812,31.264651,0.0 -97.570802,31.242107,0.0 -97.796248,31.392221,0.0 -97.881478,31.283897,0.0 -97.91722,31.377925,0.0 -97.883678,31.542886,0.0 -97.761057,31.505495,0.0 -97.678026,31.464804,0.0 -97.583449,31.342183,0.0 -97.526812,31.264651,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
76530,Williamson County,2410,529,582,464,519,536,526,135,174,179,159,167,163,1795,1657,130,0,5,0,0,3,615,553,0,0,0,0,49,13,882,68,464,80,17.20%,89,61,29,179,7,19,12,3,0,12,4,0,13,0,0,10,30,17.00%,ZCTA5 76530,N/A,N/A,N/A,N/A,N/A,N/A,999,0,ZCTA5 76530,76530,*,5,,,0.192307692,0,526,0,8,526,0.015211512,5,0.030724281,771.5,663,0,963,651.5,306,460,635.8333333,450,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.252977,30.693336,0.0 -97.471275,30.63615,0.0 -97.547707,30.752722,0.0 -97.315662,30.752173,0.0 -97.252977,30.693336,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
